Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
138,2,4,551,3,ACCELERATING,false,0,4,0,6,0,,,5,5,43
139,2,4,554,3,ACCELERATING,false,0,4,0,6,0,,,5,5,43
140,2,4,557,3,ACCELERATING,false,0,4,0,6,0,,,5,5,43
141,2,4,560,3,ACCELERATING,false,0,4,0,6,0,,,5,5,43
142,2,4,563,0,HIT_WALL,false,0,5,0,6,0,,,5,5,38
143,2,4,563,0,FIXED_CAR,false,0,3,0,6,0,,,5,5,38
144,2,4,566,3,ACCELERATING,false,0,3,0,7,0,,,6,5,46
145,2,4,572,6,ACCELERATING,false,0,3,0,7,0,,,6,6,50
146,2,4,578,3,HIT_MUD,false,0,4,1,7,0,,,6,6,51
147,2,4,581,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
148,2,4,584,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
149,2,4,587,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
150,2,4,590,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
151,2,4,593,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
152,2,4,596,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
153,2,4,599,3,ACCELERATING,false,0,4,1,7,0,,,6,6,51
154,2,4,602,0,HIT_MUD,false,0,5,1,7,0,,,6,6,45
155,2,4,602,0,FIXED_CAR,false,0,3,1,7,0,,,6,6,45
156,2,4,605,3,ACCELERATING,false,0,3,3,7,0,,,6,6,53
157,2,4,611,6,ACCELERATING,false,0,3,3,8,0,,,6,6,57
158,2,4,617,3,HIT_MUD,false,0,4,3,8,0,,,6,6,62
159,2,4,620,3,ACCELERATING,false,0,4,3,8,0,,,6,6,62
160,2,4,623,3,ACCELERATING,false,0,4,3,8,0,,,6,6,62
161,2,4,626,3,ACCELERATING,false,0,4,3,8,1,,,6,6,66
162,2,4,629,0,HIT_MUD,false,0,5,3,8,1,,,6,6,63
163,2,4,629,0,FIXED_CAR,false,0,3,3,8,1,,,6,6,63
164,2,4,632,0,HIT_WALL,false,0,5,3,8,1,,,6,6,58
165,2,4,632,0,FIXED_CAR,false,0,3,3,8,1,,,6,6,58
166,2,4,635,3,ACCELERATING,false,0,3,3,8,2,,,6,6,62
167,2,4,641,0,HIT_MUD,false,0,5,4,8,2,,,6,6,57
168,2,4,641,0,FIXED_CAR,false,0,3,4,8,2,,,6,6,57
169,2,4,644,3,ACCELERATING,false,0,3,4,8,2,,,6,6,57
170,2,4,650,0,HIT_MUD,false,0,5,4,8,2,,,6,6,51
171,2,4,650,0,FIXED_CAR,false,0,3,4,8,2,,,6,6,51
172,2,4,653,3,ACCELERATING,false,0,3,4,8,2,,,6,7,55
173,2,4,659,3,HIT_MUD,false,0,4,4,8,2,,,6,7,52
174,2,4,662,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
175,2,4,665,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
176,2,4,668,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
177,2,4,671,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
178,2,4,674,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
179,2,4,677,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
180,2,4,680,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
181,2,4,683,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
182,2,4,686,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
183,2,4,689,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
184,2,4,692,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
185,2,4,695,3,ACCELERATING,false,0,4,4,8,2,,,6,7,52
186,2,4,698,0,HIT_MUD,false,0,5,4,8,2,,,6,7,46
187,2,4,698,0,FIXED_CAR,false,0,3,4,8,2,,,6,7,46
188,2,4,701,3,HIT_MUD,false,0,4,4,8,2,,,6,7,43
189,2,4,704,3,ACCELERATING,false,0,4,4,8,2,,,6,7,43
190,2,4,707,3,ACCELERATING,false,0,4,4,8,2,,,6,7,43
191,2,4,710,3,ACCELERATING,false,0,4,4,8,2,,,6,7,43
192,2,4,713,3,ACCELERATING,false,0,4,4,8,2,,,7,7,47
193,2,4,716,3,ACCELERATING,false,0,4,4,8,2,,,7,7,47
194,2,4,719,3,ACCELERATING,false,0,4,4,8,3,,,7,7,51
195,2,4,722,3,ACCELERATING,false,0,4,4,9,3,,,7,7,55
196,2,4,725,3,ACCELERATING,false,0,4,4,9,3,,,7,8,59
197,2,4,728,0,HIT_WALL,false,0,5,4,9,3,,,7,8,54
198,2,4,728,0,FIXED_CAR,false,0,3,4,9,3,,,7,8,54
199,2,4,731,3,ACCELERATING,false,0,3,4,9,3,,,7,8,54
200,2,4,737,3,HIT_MUD,false,0,4,4,9,3,,,7,8,51
201,2,4,740,0,HIT_MUD,false,0,5,4,9,3,,,7,8,45
202,2,4,740,0,FIXED_CAR,false,0,3,4,9,3,,,7,8,45
203,2,4,743,3,ACCELERATING,false,0,3,4,9,3,,,7,8,45
204,2,4,749,6,ACCELERATING,false,0,3,4,9,3,,,7,8,45
205,2,4,755,3,HIT_MUD,false,0,4,4,9,2,,,7,8,42
206,2,4,758,0,HIT_MUD,false,0,5,4,9,2,,,7,8,33
207,2,4,758,0,FIXED_CAR,false,0,3,4,9,2,,,7,8,33
208,2,4,761,3,ACCELERATING,false,0,3,4,9,2,,,7,8,33
209,2,4,767,6,ACCELERATING,false,0,3,5,9,2,,,7,8,37
210,2,4,773,6,USED_LIZARD,false,0,3,5,9,1,,,7,8,37
211,2,4,779,6,USED_BOOST,true,5,3,4,9,1,,,7,8,41
212,2,4,785,6,USED_LIZARD,true,4,3,4,9,0,,,7,8,41
213,2,4,791,3,HIT_MUD,false,0,4,3,9,0,,,7,8,42
214,2,4,794,0,HIT_MUD,false,0,5,3,9,0,,,7,8,36
215,2,4,794,0,FIXED_CAR,false,0,3,3,9,0,,,7,8,36
216,2,4,797,3,ACCELERATING,false,0,3,3,9,0,,,7,8,36
217,2,4,803,6,ACCELERATING,false,0,3,3,9,0,,,8,8,40
218,2,4,809,6,USED_BOOST,true,5,3,2,9,1,,,8,8,48
219,2,4,815,6,USED_BOOST,true,5,3,1,9,1,,,8,8,52
220,2,4,821,6,USED_BOOST,true,5,3,1,9,1,,,8,8,60
221,2,4,827,6,USED_BOOST,true,5,3,0,10,1,,,8,8,68
222,2,4,833,3,HIT_MUD,false,0,4,0,10,0,,,8,8,65
223,2,4,836,3,ACCELERATING,false,0,4,0,10,0,,,8,8,65
224,2,4,839,3,ACCELERATING,false,0,4,0,10,0,,,8,8,65
225,2,4,842,3,ACCELERATING,false,0,4,0,10,0,,,8,8,65
226,2,4,845,3,ACCELERATING,false,0,4,0,10,0,,,8,8,65
227,2,4,848,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
228,2,4,851,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
229,2,4,854,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
230,2,4,857,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
231,2,4,860,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
232,2,4,863,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
233,2,4,866,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
234,2,4,869,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
235,2,4,872,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
236,2,4,875,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
237,2,4,878,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
238,2,4,881,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
239,2,4,884,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
240,2,4,887,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
241,2,4,890,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
242,2,4,893,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
243,2,4,896,3,ACCELERATING,false,0,4,0,10,0,,,9,8,69
244,2,4,899,3,ACCELERATING,false,0,4,1,10,0,,,9,8,73
245,2,4,902,3,ACCELERATING,false,0,4,1,10,0,,,9,8,73
246,2,4,905,3,ACCELERATING,false,0,4,1,10,0,,,9,8,73
247,2,4,908,3,ACCELERATING,false,0,4,1,10,0,,,9,8,73
248,2,4,911,0,HIT_MUD,false,0,5,1,10,0,,,9,8,70
249,2,4,911,0,FIXED_CAR,false,0,3,1,10,0,,,9,8,70
250,2,4,914,3,ACCELERATING,false,0,3,1,10,0,,,9,8,70
251,2,4,920,6,ACCELERATING,false,0,3,1,10,0,,,9,8,70
252,2,4,926,6,USED_BOOST,true,5,3,0,10,0,,,9,8,74
253,2,4,932,6,ACCELERATING,true,4,3,0,10,0,,,9,8,74
254,2,4,938,0,HIT_WALL,false,0,5,0,10,0,,,9,9,73
255,2,4,938,0,FIXED_CAR,false,0,3,0,10,0,,,9,9,73
256,2,4,941,3,ACCELERATING,false,0,3,0,10,0,,,9,9,73
257,2,4,947,6,ACCELERATING,false,0,3,0,10,0,,,9,9,73
258,2,4,953,3,HIT_MUD,false,0,4,0,10,0,,,10,9,74
259,2,4,956,3,ACCELERATING,false,0,4,0,11,0,,,10,9,78
260,2,4,959,3,ACCELERATING,false,0,4,0,11,0,,,10,9,78
261,2,4,962,3,ACCELERATING,false,0,4,1,11,0,,,10,9,82
262,2,4,965,3,ACCELERATING,false,0,4,1,11,0,,,10,9,82
263,2,4,968,3,ACCELERATING,false,0,4,1,11,0,,,11,9,86
264,2,4,971,0,HIT_MUD,false,0,5,1,11,0,,,11,9,83
265,2,4,971,0,FIXED_CAR,false,0,3,1,11,0,,,11,9,83
266,2,4,974,3,ACCELERATING,false,0,3,1,11,0,,,11,9,83
267,2,4,980,6,ACCELERATING,false,0,3,1,11,0,,,11,9,83
268,2,4,986,6,USED_BOOST,true,5,3,0,11,0,,,11,9,87
269,2,4,992,6,ACCELERATING,true,4,3,0,11,0,,,11,9,87
270,2,4,998,6,ACCELERATING,true,3,3,0,11,0,,,11,9,87
271,2,4,1004,3,HIT_MUD,false,0,4,0,11,0,,,11,9,84
272,2,4,1007,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
273,2,4,1010,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
274,2,4,1013,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
275,2,4,1016,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
276,2,4,1019,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
277,2,4,1022,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
278,2,4,1025,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
279,2,4,1028,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
280,2,4,1031,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
281,2,4,1034,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
282,2,4,1037,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
283,2,4,1040,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
284,2,4,1043,3,ACCELERATING,false,0,4,0,11,0,,,11,9,84
285,2,4,1046,0,HIT_MUD,false,0,5,0,11,0,,,11,9,78
286,2,4,1046,0,FIXED_CAR,false,0,3,0,11,0,,,11,9,78
287,2,4,1049,3,ACCELERATING,false,0,3,0,11,0,,,11,9,78
288,2,4,1055,6,ACCELERATING,false,0,3,1,11,1,,,11,9,86
289,2,4,1061,6,USED_LIZARD,false,0,3,1,11,0,,,11,9,86
290,2,4,1067,6,USED_BOOST,true,5,3,0,11,0,,,11,10,94
291,2,4,1073,6,ACCELERATING,true,4,3,0,11,0,,,11,10,94
292,2,4,1079,3,HIT_MUD,false,0,4,0,11,0,,,11,10,91
293,2,4,1082,0,HIT_MUD,false,0,5,0,11,0,,,11,10,88
294,2,4,1082,0,FIXED_CAR,false,0,3,0,11,0,,,11,10,88
295,2,4,1085,3,ACCELERATING,false,0,3,0,11,0,,,11,10,88
296,2,4,1091,3,HIT_MUD,false,0,4,1,11,0,,,11,10,89
297,2,4,1094,3,ACCELERATING,false,0,4,1,11,0,,,11,10,89
298,2,4,1097,0,HIT_MUD,false,0,5,1,11,0,,,11,10,86
299,2,4,1097,0,FIXED_CAR,false,0,3,1,11,0,,,11,10,86
300,2,4,1100,3,ACCELERATING,false,0,3,1,11,0,,,11,10,86
301,2,4,1106,6,ACCELERATING,false,0,3,1,11,0,,,11,10,86
302,2,4,1112,3,HIT_MUD,false,0,4,0,11,0,,,12,10,91
303,2,4,1115,3,ACCELERATING,false,0,4,0,11,0,,,12,10,91
304,2,4,1118,0,HIT_MUD,false,0,5,0,11,0,,,12,10,88
305,2,4,1118,0,FIXED_CAR,false,0,3,0,11,0,,,12,10,88
306,2,4,1121,3,ACCELERATING,false,0,3,0,11,0,,,12,10,88
307,2,4,1127,3,HIT_MUD,false,0,4,1,11,0,,,12,10,89
308,2,4,1130,0,HIT_MUD,false,0,5,1,11,0,,,12,10,86
309,2,4,1130,0,FIXED_CAR,false,0,3,1,11,0,,,12,10,86
310,2,4,1133,3,ACCELERATING,false,0,3,1,11,0,,,12,10,86
311,2,4,1139,6,ACCELERATING,false,0,3,1,11,0,,,12,10,86
312,2,4,1145,6,USED_BOOST,true,5,3,0,11,0,,,12,10,90
313,2,4,1151,6,ACCELERATING,true,4,3,0,11,0,,,12,10,90
314,2,4,1157,6,ACCELERATING,true,3,3,0,11,0,,,12,10,90
315,2,4,1163,3,HIT_MUD,false,0,4,0,11,0,,,12,10,87
316,2,4,1166,0,HIT_MUD,false,0,5,0,11,0,,,12,10,84
317,2,4,1166,0,FIXED_CAR,false,0,3,0,11,0,,,12,10,84
318,2,4,1169,3,ACCELERATING,false,0,3,0,11,0,,,12,10,84
319,2,4,1175,6,ACCELERATING,false,0,3,0,11,0,,,12,10,84
320,2,4,1181,6,ACCELERATING,false,0,3,0,11,0,,,12,10,84
321,2,4,1187,6,ACCELERATING,false,0,3,0,11,0,,,12,10,84
322,2,4,1193,6,ACCELERATING,false,0,3,0,11,0,,,12,10,84
323,2,4,1199,6,ACCELERATING,false,0,3,0,11,0,,,12,10,84
324,2,4,1205,6,ACCELERATING,false,0,3,0,12,0,,,12,10,88
325,2,4,1211,3,HIT_MUD,false,0,4,0,12,0,,,12,10,85
326,2,4,1214,3,ACCELERATING,false,0,4,0,12,0,,,12,10,85
327,2,4,1217,0,HIT_MUD,false,0,5,0,12,0,,,12,10,82
328,2,4,1217,0,FIXED_CAR,false,0,3,0,12,0,,,12,10,82
329,2,4,1220,3,ACCELERATING,false,0,3,0,12,0,,,12,10,82
330,2,4,1226,6,ACCELERATING,false,0,3,0,12,0,,,12,10,82
331,2,4,1232,6,ACCELERATING,false,0,3,0,12,0,,,13,10,86
332,2,4,1238,0,HIT_WALL,false,0,5,0,12,0,,,13,10,81
333,2,4,1238,0,FIXED_CAR,false,0,3,0,12,0,,,13,10,81
334,2,4,1241,3,HIT_MUD,false,0,4,0,12,0,,,13,10,78
335,2,4,1244,3,ACCELERATING,false,0,4,0,12,0,,,14,10,82
336,2,4,1247,3,ACCELERATING,false,0,4,0,12,0,,,15,10,86
337,2,4,1250,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
338,2,4,1253,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
339,2,4,1256,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
340,2,4,1259,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
341,2,4,1262,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
342,2,4,1265,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
343,2,4,1268,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
344,2,4,1271,3,ACCELERATING,false,0,4,0,12,1,,,15,10,90
345,2,4,1274,0,HIT_MUD,false,0,5,0,12,1,,,15,10,87
346,2,4,1274,0,FIXED_CAR,false,0,3,0,12,1,,,15,10,87
347,2,4,1277,3,ACCELERATING,false,0,3,0,12,1,,,15,10,87
348,2,4,1283,3,HIT_MUD,false,0,4,0,12,1,,,15,10,84
349,2,4,1286,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
350,2,4,1289,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
351,2,4,1292,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
352,2,4,1295,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
353,2,4,1298,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
354,2,4,1301,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
355,2,4,1304,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
356,2,4,1307,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
357,2,4,1310,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
358,2,4,1313,3,ACCELERATING,false,0,4,0,12,2,,,15,10,88
359,2,4,1316,0,HIT_MUD,false,0,5,0,12,2,,,15,10,85
